time,HI
2004-09-09,26.91598802999998
2004-09-10,26.91677853199999
2004-09-11,27.4825629392
2004-09-12,23.914
2004-09-13,25.253
2004-09-14,28.586445917999978
2004-09-15,26.175
2004-09-16,26.491000000000003
2004-09-17,27.092895153000004
2004-09-18,25.163000000000004
2004-09-19,26.03
2004-09-20,27.465969908000027
2004-09-21,26.186
2004-09-22,27.67362556000002
2004-09-23,24.02
2004-09-24,25.308
2004-09-25,24.808
2004-09-26,26.279
2004-09-27,27.4218290004
2004-09-28,25.937
2004-09-29,25.189
2004-09-30,26.502
2004-10-01,25.216
2004-10-02,26.017000000000003
2004-10-03,25.848
2004-10-04,26.096000000000004
2004-10-05,24.875
2004-10-06,25.176
2004-10-07,26.542
2004-10-08,26.661
2004-10-09,26.423
2004-10-10,28.60440049639999
2004-10-11,27.656830464
2004-10-12,28.032901007399992
2004-10-13,29.121969129400075
2004-10-14,28.11214151599997
2004-10-15,26.661
2004-10-16,23.115
2004-10-17,26.056
2004-10-18,25.847
2004-10-19,26.568
2004-10-20,27.3861108896
2004-10-21,26.122000000000003
2004-10-22,27.646890170000027
2004-10-23,25.19
2004-10-24,25.728
2004-10-25,25.741
2004-10-26,27.67362556000002
2004-10-27,29.37419057600001
2004-10-28,30.06199811390001
2004-10-29,28.680810410399964
2004-10-30,29.14241368
2004-10-31,28.075190660400004
2004-11-01,28.474629912999987
2004-11-02,27.760542221000044
2004-11-03,28.927087810000017
2004-11-04,28.673837868399985
2004-11-05,28.3855601093
2004-11-06,27.95526608
2004-11-07,28.341640787099983
2004-11-08,27.036832773999983
2004-11-09,28.1244605459
2004-11-10,28.23154203570001
2004-11-11,29.5253507525
2004-11-12,29.875395956399988
2004-11-13,28.67939858000006
2004-11-14,25.464
2004-11-15,28.581597008
2004-11-16,28.4744469289
2004-11-17,28.6517272556
2004-11-18,29.0988710583
2004-11-19,29.90796271489998
2004-11-20,29.998228836000003
2004-11-21,28.28191348750002
2004-11-22,30.733588235600024
2004-11-23,30.1597912835
2004-11-24,29.754935442399955
2004-11-25,27.96825855449997
2004-11-26,28.972146518400013
2004-11-27,29.407788094000004
2004-11-28,29.69070991920001
2004-11-29,29.777230190500006
2004-11-30,29.80837431000001
2004-12-01,29.40738699840003
2004-12-02,29.794793963099977
2004-12-03,32.258470449999976
2004-12-04,30.170209982000014
2004-12-05,28.785690763999987
2004-12-06,28.1244605459
2004-12-07,27.8987605595
2004-12-08,28.06430081829999
2004-12-09,28.110037154000008
2004-12-10,28.30873909
2004-12-11,28.289202494500024
2004-12-12,32.47938648840001
2004-12-13,32.850364875000025
2004-12-14,33.12573576120001
2004-12-15,31.94054310279997
2004-12-16,32.018511740000065
2004-12-17,32.10302920400005
2004-12-18,33.70361099000003
2004-12-19,23.204
2004-12-20,26.565
2004-12-21,31.019837962
2004-12-22,31.00092081600004
2004-12-23,31.23471004600001
2004-12-24,30.54157334689996
2004-12-25,34.743127197500016
2004-12-26,30.556111663399943
2004-12-27,32.6548866135
2004-12-28,32.27179058749995
2004-12-29,32.396823852
2004-12-30,31.79231017800005
2004-12-31,29.483543365599928
2005-01-01,32.26156837639992
2005-01-02,28.54127980540006
2005-01-03,32.811813687999994
2005-01-04,32.67417824250002
2005-01-05,33.67054708800003
2005-01-06,36.537006855199984
2005-01-07,35.285007462500005
2005-01-08,34.903945787
2005-01-09,35.285007462500005
2005-01-10,34.11159985519998
2005-01-11,31.65936056960001
2005-01-12,33.447732501500006
2005-01-13,33.88267901650003
2005-01-14,33.88267901650003
2005-01-15,34.2859950144
2005-01-16,35.17243809320004
2005-01-17,33.16777512499999
2005-01-18,34.488765804000046
2005-01-19,32.511588104499985
2005-01-20,32.83839993999999
2005-01-21,32.132522807900024
2005-01-22,33.268920713500016
2005-01-23,34.239393327500025
2005-01-24,34.374138242999976
2005-01-25,34.11257529999999
2005-01-26,34.33975665000002
2005-01-27,35.040466875200025
2005-01-28,36.25624168370004
2005-01-29,32.273246366
2005-01-30,35.01632082559996
2005-01-31,36.532318054999976
2005-02-01,36.296089697499966
2005-02-02,36.60259733649999
2005-02-03,38.92830398600002
2005-02-04,39.56145169879999
2005-02-05,34.53791768
2005-02-06,36.25624168370004
2005-02-07,34.99803558500002
2005-02-08,35.94011685249998
2005-02-09,36.64752260039998
2005-02-10,35.01632082559996
2005-02-11,34.33975665000002
2005-02-12,35.985110668000004
2005-02-13,36.97802813200005
2005-02-14,37.912375429999976
2005-02-15,38.61960239749999
2005-02-16,35.41944827000006
2005-02-17,33.02065121449996
2005-02-18,35.64835250000006
2005-02-19,34.32300902000001
2005-02-20,35.207117492499904
2005-02-21,32.846771824
2005-02-22,34.340170541300026
2005-02-23,37.390219302499965
2005-02-24,35.04592531100003
2005-02-25,36.02699325499994
2005-02-26,36.553465029600034
2005-02-27,37.04750340700001
2005-02-28,37.4409848936
2005-03-01,37.5327843072
2005-03-02,35.77802856200002
2005-03-03,39.789117432400005
2005-03-04,32.12540590199995
2005-03-05,36.296089697499966
2005-03-06,40.71402543510004
2005-03-07,39.6597546625
